ndb_id,name,kcal,protein,fat,carbohydrate
5095,"lamb,dom,leg,shank half,ln&fat,1/4""fat,choic,ckd,rstd",2.25,0.2641,0.1245,0
5096,"lamb,dom,leg,shank half,ln,1/4""fat,choic,raw",1.25,0.2052,0.0419,0
5097,"lamb,dom,leg,shank half,ln,1/4""fat,choic,ckd,rstd",1.8,0.2817,0.0667,0
5098,"lamb,dom,leg,sirloin half,ln&fat,1/4""fat,choic,raw",2.72,0.1694,0.2211,0
5099,"lamb,dom,leg,sirloin half,ln&fat,1/4""fat,choic,ckd,rstd",2.92,0.2463,0.2067,0
5100,"lamb,dom,leg,sirloin half,ln,1/4""fat,choic,raw",1.34,0.2055,0.0508,0
5101,"lamb,dom,leg,sirloin half,ln,1/4""fat,choic,ckd,rstd",2.04,0.2835,0.0917,0
5102,"lamb,dom,loin,ln&fat,1/4""fat,choic,raw",3.1,0.1632,0.2663,0
5103,"lamb,dom,loin,ln&fat,1/4""fat,choic,ckd,brld",3.16,0.2517,0.2308,0
5104,"lamb,dom,loin,ln&fat,1/4""fat,choic,ckd,rstd",3.09,0.2255,0.2359,0
5105,"lamb,dom,loin,ln,1/4""fat,choic,raw",1.43,0.2088,0.0594,0
5106,"lamb,dom,loin,ln,1/4""fat,choic,ckd,brld",2.16,0.2999,0.0973,0
5107,"lamb,dom,loin,ln,1/4""fat,choic,ckd,rstd",2.02,0.2659,0.0976,0
5108,"lamb,dom,rib,ln&fat,1/4""fat,choic,raw",3.72,0.1452,0.3439,0
5109,"lamb,dom,rib,ln&fat,1/4""fat,choic,ckd,brld",3.61,0.2213,0.2959,0
5110,"lamb,dom,rib,ln&fat,1/4""fat,choic,ckd,rstd",3.59,0.2112,0.2982,0
5111,"lamb,dom,rib,ln,1/4""fat,choic,raw",1.69,0.1998,0.0923,0
5112,"lamb,dom,rib,ln,1/4""fat,choic,ckd,brld",2.35,0.2774,0.1295,0
5113,"lamb,dom,rib,ln,1/4""fat,choic,ckd,rstd",2.32,0.2616,0.1331,0
5114,"lamb,dom,shldr,whl (arm&bld),ln&fat,1/4""fat,choic,raw",2.64,0.1658,0.2145,0
5115,"lamb,dom,shldr,whl (arm&bld),ln&fat,1/4""fat,choic,ckd,brsd",3.44,0.2868,0.2455,0
5116,"lamb,dom,shldr,whl (arm&bld),ln&fat,1/4""fat,choic,ckd,brld",2.78,0.2442,0.1926,0
5117,"lamb,dom,shldr,whl (arm&bld),ln&fat,1/4""fat,choic,ckd,rstd",2.76,0.2251,0.1997,0
5118,"lamb,dom,shldr,whl (arm&bld),ln,1/4""fat,choic,raw",1.44,0.1955,0.0676,0
5119,"lamb,dom,shldr,whl (arm&bld),ln,1/4""fat,choic,ckd,brsd",2.83,0.3281,0.1589,0
5120,"lamb,dom,shldr,whl (arm&bld),ln,1/4""fat,choic,ckd,brld",2.1,0.2712,0.105,0
5121,"lamb,dom,shldr,whl (arm&bld),ln,1/4""fat,choic,ckd,rstd",2.04,0.2494,0.1077,0
5122,"lamb,dom,shldr,arm,ln&fat,1/4""fat,choic,raw",2.6,0.1679,0.209,0
5123,"lamb,dom,shldr,arm,ln&fat,1/4""fat,choic,ckd,brsd",3.46,0.3039,0.24,0
5124,"lamb,dom,shldr,arm,ln&fat,1/4""fat,choic,ckd,brld",2.81,0.2444,0.1955,0
5125,"lamb,dom,shldr,arm,ln&fat,1/4""fat,choic,ckd,rstd",2.79,0.2253,0.2024,0
5126,"lamb,dom,shldr,arm,ln,1/4""fat,choic,raw",1.32,0.1999,0.052,0
5127,"lamb,dom,shldr,arm,ln,1/4""fat,choic,ckd,brsd",2.79,0.3554,0.1408,0
5128,"lamb,dom,shldr,arm,ln,1/4""fat,choic,ckd,brld",2,0.2771,0.0902,0
5129,"lamb,dom,shldr,arm,ln,1/4""fat,choic,ckd,rstd",1.92,0.2546,0.0926,0
5130,"lamb,dom,shldr,blade,ln&fat,1/4""fat,choic,raw",2.59,0.1663,0.2086,0
5131,"lamb,dom,shldr,blade,ln&fat,1/4""fat,choic,ckd,brsd",3.45,0.2851,0.2473,0
5132,"lamb,dom,shldr,blade,ln&fat,1/4""fat,choic,ckd,brld",2.78,0.2308,0.1994,0
5133,"lamb,dom,shldr,blade,ln&fat,1/4""fat,choic,ckd,rstd",2.81,0.2225,0.2061,0
5134,"lamb,dom,shldr,blade,ln,1/4""fat,choic,raw",1.51,0.1929,0.0763,0
5135,"lamb,dom,shldr,blade,ln,1/4""fat,choic,ckd,brsd",2.88,0.3235,0.1664,0
5136,"lamb,dom,shldr,blade,ln,1/4""fat,choic,ckd,brld",2.11,0.2548,0.1132,0
5137,"lamb,dom,shldr,blade,ln,1/4""fat,choic,ckd,rstd",2.09,0.2461,0.1157,0
5138,"lamb,dom,cubed for stew or kabob (leg&shldr),ln,1/4""fat,raw",1.34,0.2021,0.0528,0
5139,"lamb,dom,cubed for stew (leg&shldr),ln,1/4""fat,ckd,brsd",2.23,0.3369,0.088,0
5140,"lamb,dom,cubed for stew (leg&shldr),ln,1/4""fat,ckd,brld",1.86,0.2808,0.0733,0
5141,"lamb,nz,imp,frz,comp of rtl cuts,ln&fat,raw",2.77,0.1674,0.2274,0
5142,"lamb,nz,imp,frz,comp of rtl cuts,ln&fat,ckd",3.05,0.2442,0.2226,0
5143,"lamb,nz,imp,frz,comp of rtl cuts,ln,raw",1.28,0.2075,0.0441,0
5144,"lamb,nz,imp,frz,comp of rtl cuts,ln,ckd",2.06,0.2959,0.0886,0
5145,"lamb,nz,imp,frz,comp of rtl cuts,fat,raw",6.4,0.0692,0.6763,0
5146,"lamb,nz,imp,frz,comp of rtl cuts,fat,ckd",5.86,0.0972,0.6039,0
5147,"lamb,nz,imp,fore-shank,ln & fat,raw",1.83,0.2009,0.1138,0.0009
5148,"lamb,nz,imp,fore-shank,ln & fat,ckd,brsd",2.56,0.3035,0.1499,0.0003
5149,"lamb,nz,imp,fore-shank,ln,raw",1.22,0.2205,0.0377,0
5150,"lamb,nz,imp,fore-shank,ln,ckd,brsd",2.09,0.3331,0.084,0
5151,"lamb,nz,imp,leg chop/steak,bone-in,ln & fat,raw",2.06,0.1864,0.1452,0.0013
5152,"lamb,nz,imp,frz,leg,whl (shk&sirl),ln&fat,ckd,rstd",2.46,0.2481,0.1556,0
5153,"lamb,nz,imp,leg chop/steak,bone-in,ln,raw",1.26,0.211,0.0464,0
5154,"lamb,nz,imp,frz,leg,whl (shk&sirl),ln,ckd,rstd",1.81,0.2768,0.0701,0
5155,"lamb,nz,imp,loin chop,ln & fat,raw",2.98,0.154,0.2619,0.0022
5156,"lamb,nz,imp,frz,loin,ln&fat,ckd,brld",3.15,0.2343,0.2388,0
5157,"lamb,nz,imp,loin chop,ln,raw",1.42,0.1998,0.0688,0
5158,"lamb,nz,imp,frz,loin,ln,ckd,brld",1.99,0.2931,0.0824,0
5159,"lamb,nz,imp,rack - partly frenched,ln & fat,raw",2.4,0.1812,0.1852,0.0013
5160,"lamb,nz,imp,rack - partly frenched,ln & fat,ckd,fast rstd",2.53,0.2206,0.1829,0.0004
5161,"lamb,nz,imp,rack - partly frenched,ln,raw",1.6,0.2065,0.0861,0
5162,"lamb,nz,imp,rack - partly frenched,ln,ckd,fast rstd",1.93,0.2443,0.1063,0
5163,"lamb,nz,imp,square-cut shldr,ln & fat,raw",2.72,0.1616,0.2289,0.0024
5164,"lamb,nz,imp,frz,shldr,whl (arm&bld),ln&fat,ckd,brsd",3.57,0.2821,0.2627,0
5165,"lamb,nz,imp,square-cut shldr,ln,raw",1.54,0.1972,0.083,0
5166,"lamb,nz,imp,frz,shldr,whl (arm&bld),ln,ckd,brsd",2.85,0.3406,0.155,0
5167,"veal,comp of rtl cuts,ln&fat,raw",1.44,0.1935,0.0677,0
5168,"veal,comp of rtl cuts,ln&fat,ckd",2.31,0.301,0.1139,0
5169,"veal,comp of rtl cuts,ln,raw",1.12,0.202,0.0287,0
5170,"veal,comp of rtl cuts,ln,ckd",1.96,0.319,0.0658,0
5171,"veal,comp of rtl cuts,fat,raw",6.38,0.0602,0.6783,0
5172,"veal,comp of rtl cuts,fat,ckd",6.42,0.0942,0.6674,0
5173,"veal,leg (top rnd),ln&fat,raw",1.17,0.2098,0.0308,0
5174,"veal,leg (top rnd),ln&fat,ckd,brsd",2.11,0.3616,0.0633,0
5175,"veal,leg (top rnd),ln&fat,ckd,pan-fried,breaded",2.38,0.2729,0.0918,0.0991
5176,"veal,leg (top rnd),ln&fat,ckd,pan-fried,not breaded",2.11,0.3175,0.0835,0
5177,"veal,leg (top rnd),ln&fat,ckd,rstd",1.6,0.277,0.0465,0
5178,"veal,leg (top rnd),ln,raw",1.07,0.2128,0.0176,0
5179,"veal,leg (top rnd),ln,ckd,brsd",2.03,0.3671,0.0509,0
5180,"veal,leg (top rnd),ln,ckd,pan-fried,breaded",2.16,0.2841,0.0627,0.0984
5181,"veal,leg (top rnd),ln,ckd,pan-fried,not breaded",1.83,0.3317,0.0462,0
5182,"veal,leg (top rnd),ln,ckd,rstd",1.5,0.2807,0.0339,0
5183,"veal,loin,ln&fat,raw",1.77,0.2007,0.1007,0.0007
5184,"veal,loin,ln&fat,ckd,brsd",2.84,0.3019,0.1721,0
5185,"veal,loin,ln&fat,ckd,rstd",2.17,0.248,0.1232,0
5186,"veal,loin,ln,raw",1.14,0.2185,0.029,0
5187,"veal,loin,ln,ckd,brsd",2.26,0.3357,0.0915,0
5188,"veal,loin,ln,ckd,rstd",1.75,0.2632,0.0694,0
5189,"veal,rib,ln&fat,raw",1.62,0.1886,0.0901,0
5190,"veal,rib,ln&fat,ckd,brsd",2.51,0.3243,0.1253,0
5191,"veal,rib,ln&fat,ckd,rstd",2.28,0.2396,0.1396,0
5192,"veal,rib,ln,raw",1.2,0.1997,0.0389,0
5193,"veal,rib,ln,ckd,brsd",2.18,0.3444,0.0781,0
5194,"veal,rib,ln,ckd,rstd",1.77,0.2576,0.0744,0
5195,"veal,shldr,whl (arm&bld),ln&fat,raw",1.3,0.1927,0.0528,0
5196,"veal,shldr,whl (arm&bld),ln&fat,ckd,brsd",2.28,0.3206,0.1014,0
5197,"veal,shldr,whl (arm&bld),ln&fat,ckd,rstd",1.84,0.2532,0.0842,0
5198,"veal,shldr,whl (arm&bld),ln,raw",1.12,0.1979,0.03,0
5199,"veal,shldr,whl (arm&bld),ln,ckd,brsd",1.99,0.3368,0.061,0
5200,"veal,shldr,whl (arm&bld),ln,ckd,rstd",1.7,0.2581,0.0662,0
5201,"veal,shldr,arm,ln&fat,raw",1.32,0.1934,0.0544,0
5202,"veal,shldr,arm,ln&fat,ckd,brsd",2.36,0.3363,0.1024,0
5203,"veal,shldr,arm,ln&fat,ckd,rstd",1.83,0.2546,0.0825,0
5204,"veal,shldr,arm,ln,raw",1.05,0.2004,0.0216,0
5205,"veal,shldr,arm,ln,ckd,brsd",2.01,0.3573,0.0533,0
5206,"veal,shldr,arm,ln,ckd,rstd",1.64,0.2613,0.0581,0
5207,"veal,shldr,blade chop,ln & fat,raw",1.48,0.1872,0.0761,0.0003
5208,"veal,shldr,blade,ln&fat,ckd,brsd",2.25,0.3126,0.1009,0
5209,"veal,shldr,blade,ln&fat,ckd,rstd",1.86,0.2515,0.0867,0
5210,"veal,shldr,blade chop,ln,raw",1.1,0.196,0.0288,0
5211,"veal,shldr,blade,ln,ckd,brsd",1.98,0.3266,0.0648,0
5212,"veal,shldr,blade,ln,ckd,rstd",1.71,0.2564,0.0688,0
5213,"veal,sirloin,ln&fat,raw",1.52,0.1907,0.0781,0
5214,"veal,sirloin,ln&fat,ckd,brsd",2.52,0.3126,0.1314,0
5215,"veal,sirloin,ln&fat,ckd,rstd",2.02,0.2514,0.1045,0
5216,"veal,sirloin,ln,raw",1.1,0.202,0.0259,0
5217,"veal,sirloin,ln,ckd,brsd",2.04,0.3396,0.0651,0
5218,"veal,sirloin,ln,ckd,rstd",1.68,0.2632,0.0622,0
5219,"veal,cubed for stew (leg&shldr),ln,raw",1.09,0.2027,0.025,0
5220,"veal,cubed for stew (leg&shldr),ln,ckd,brsd",1.88,0.3494,0.0431,0
5221,"veal,ground,raw",1.97,0.1858,0.1306,0
5222,"veal,ground,ckd,brld",1.72,0.2438,0.0756,0
5223,"game meat,antelope,raw",1.14,0.2238,0.0203,0
5224,"game meat,antelope,ckd,rstd",1.5,0.2945,0.0267,0
5225,"game meat,bear,raw",1.61,0.201,0.083,0
5226,"game meat,bear,ckd,simmrd",2.59,0.3242,0.1339,0
5227,"bison,ground,grass-fed,ckd",1.79,0.2545,0.0862,0
5228,"bison,ground,grass-fed,raw",1.46,0.2023,0.0721,0.0005
5229,"game meat,beaver,raw",1.46,0.2405,0.048,0
5230,"game meat,beaver,ckd,rstd",2.12,0.3485,0.0696,0
5231,"game meat,beefalo,comp of cuts,raw",1.43,0.233,0.048,0
5232,"game meat,beefalo,comp of cuts,ckd,rstd",1.88,0.3066,0.0632,0
5233,"veal,australian,fat,raw",5.09,0.0991,0.5217,0
5234,"veal,australian,rib,rib rst,ln & fat,raw",2.01,0.196,0.131,0.0115
5235,"game meat,bison,ln,raw",1.09,0.2162,0.0184,0
5236,"game meat,bison,ln,ckd,rstd",1.43,0.2844,0.0242,0
5237,"game meat,boar,wild,raw",1.22,0.2151,0.0333,0
5238,"game meat,boar,wild,ckd,rstd",1.6,0.283,0.0438,0
5239,"game meat,buffalo,h2o,raw",0.99,0.2039,0.0137,0
5240,"game meat,buffalo,h2o,ckd,rstd",1.31,0.2683,0.018,0
5241,"game meat,caribou,raw",1.27,0.2263,0.0336,0
5242,"game meat,caribou,ckd,rstd",1.67,0.2977,0.0442,0
5243,"game meat,deer,raw",1.2,0.2296,0.0242,0
5244,"game meat,deer,ckd,rstd",1.58,0.3021,0.0319,0
5245,"game meat,elk,raw",1.11,0.2295,0.0145,0
5246,"game meat,elk,ckd,rstd",1.46,0.3019,0.019,0
5247,"goat,raw",1.09,0.206,0.0231,0
5248,"game meat,goat,ckd,rstd",1.43,0.271,0.0303,0
5249,"game meat,horse,raw",1.33,0.2139,0.046,0
5250,"game meat,horse,ckd,rstd",1.75,0.2814,0.0605,0
5251,"game meat,moose,raw",1.02,0.2224,0.0074,0
5252,"game meat,moose,ckd,rstd",1.34,0.2927,0.0097,0
5253,"game meat,muskrat,raw",1.62,0.2076,0.081,0
5254,"game meat,muskrat,ckd,rstd",2.34,0.3009,0.1174,0
5255,"game meat,opossum,ckd,rstd",2.21,0.302,0.102,0
5256,"game meat,rabbit,domesticated,comp of cuts,raw",1.36,0.2005,0.0555,0
5257,"game meat,rabbit,domesticated,comp of cuts,ckd,rstd",1.97,0.2906,0.0805,0
5258,"game meat,rabbit,domesticated,comp of cuts,ckd,stwd",2.06,0.3038,0.0841,0
5259,"game meat,rabbit,wild,raw",1.14,0.2179,0.0232,0
5260,"game meat,rabbit,wild,ckd,stwd",1.73,0.3302,0.0351,0
5261,"game meat,raccoon,ckd,rstd",2.55,0.292,0.145,0
5262,"game meat,squirrel,raw",1.2,0.2123,0.0321,0
5263,"game meat,squirrel,ckd,rstd",1.73,0.3077,0.0469,0
5264,"lamb,var meats&by-products,brain,raw",1.22,0.104,0.0858,0
5265,"lamb,var meats&by-products,brain,ckd,brsd",1.45,0.1255,0.1017,0
5266,"lamb,var meats&by-products,brain,ckd,pan-fried",2.73,0.1697,0.2219,0
5267,"veal,var meats&by-products,brain,raw",1.18,0.1032,0.0821,0
5268,"veal,var meats&by-products,brain,ckd,brsd",1.36,0.1148,0.0963,0
5269,"veal,var meats&by-products,brain,ckd,pan-fried",2.13,0.1448,0.1675,0
5270,"lamb,var meats&by-products,heart,raw",1.22,0.1647,0.0568,0.0021
5271,"lamb,var meats&by-products,heart,ckd,brsd",1.85,0.2497,0.0791,0.0193
5272,"veal,var meats&by-products,heart,raw",1.1,0.1718,0.0398,0.0008
5273,"veal,var meats&by-products,heart,ckd,brsd",1.86,0.2912,0.0675,0.0013
5274,"lamb,var meats&by-products,kidneys,raw",0.97,0.1574,0.0295,0.0082
5275,"lamb,var meats&by-products,kidneys,ckd,brsd",1.37,0.2365,0.0362,0.0099
5276,"veal,var meats&by-products,kidneys,raw",0.99,0.1576,0.0312,0.0085
5277,"veal,var meats&by-products,kidneys,ckd,brsd",1.63,0.2632,0.0566,0
5278,"lamb,var meats&by-products,liver,raw",1.39,0.2038,0.0502,0.0178
5279,"lamb,var meats&by-products,liver,ckd,brsd",2.2,0.3057,0.0881,0.0253
5280,"lamb,var meats&by-products,liver,ckd,pan-fried",2.38,0.2553,0.1265,0.0378
5281,"veal,var meats&by-products,liver,raw",1.4,0.1993,0.0485,0.0291
5282,"veal,var meats&by-products,liver,ckd,brsd",1.92,0.2842,0.0626,0.0377
5283,"veal,var meats&by-products,liver,ckd,pan-fried",1.93,0.2737,0.0651,0.0447
5284,"lamb,var meats&by-products,lungs,raw",0.95,0.167,0.026,0
5285,"lamb,var meats&by-products,lungs,ckd,brsd",1.13,0.1988,0.031,0
5286,"veal,var meats&by-products,lungs,raw",0.9,0.163,0.023,0
5287,"veal,var meats&by-products,lungs,ckd,brsd",1.04,0.1874,0.0264,0
5288,"lamb,var meats&by-products,mechanically separated,raw",2.76,0.1497,0.2354,0
5289,"lamb,var meats&by-products,pancreas,raw",1.52,0.1484,0.0982,0
5290,"lamb,var meats&by-products,pancreas,ckd,brsd",2.34,0.2283,0.1512,0
5291,"veal,var meats&by-products,pancreas,raw",1.82,0.15,0.131,0
5292,"veal,var meats&by-products,pancreas,ckd,brsd",2.56,0.291,0.146,0
5293,"lamb,var meats&by-products,spleen,raw",1.01,0.172,0.031,0
5294,"lamb,var meats&by-products,spleen,ckd,brsd",1.56,0.2646,0.0477,0
5295,"veal,var meats&by-products,spleen,raw",0.98,0.183,0.022,0
5296,"veal,var meats&by-products,spleen,ckd,brsd",1.29,0.2408,0.0289,0
5297,"veal,var meats&by-products,thymus,raw",1.01,0.1721,0.0307,0
5298,"veal,var meats&by-products,thymus,ckd,brsd",1.25,0.2267,0.0311,0
5299,"lamb,var meats&by-products,tongue,raw",2.22,0.157,0.1717,0
5300,"lamb,var meats&by-products,tongue,ckd,brsd",2.75,0.2157,0.2028,0
5301,"veal,var meats&by-products,tongue,raw",1.31,0.1718,0.0548,0.0191
5302,"veal,var meats&by-products,tongue,ckd,brsd",2.02,0.2585,0.101,0
5303,"lamb,ground,raw",2.82,0.1656,0.2341,0
5304,"lamb,ground,ckd,brld",2.83,0.2475,0.1965,0
5305,"lamb,dom,comp of rtl cuts,ln&fat,1/8""fat,choic,raw",2.43,0.1754,0.1866,0
5306,"lamb,dom,comp of rtl cuts,ln&fat,1/8""fat,choic,ckd",2.71,0.2551,0.1801,0
5307,"lamb,dom,foreshank,ln&fat,1/8""fat,choic,raw",2.01,0.1891,0.1338,0
5308,"lamb,dom,foreshank,ln&fat,1/8""fat,ckd,brsd",2.43,0.2837,0.1346,0
5309,"lamb,dom,leg,whl (shk&sirl),ln&fat,1/8""fat,choic,raw",2.09,0.1847,0.1442,0
5310,"lamb,dom,leg,whl (shk&sirl),ln&fat,1/8""fat,choic,ckd,rstd",2.42,0.262,0.1442,0
5311,"lamb,dom,leg,shank half,ln&fat,1/8""fat,choic,raw",1.85,0.1899,0.115,0
5312,"lamb,dom,leg,shank half,ln&fat,1/8""fat,choic,ckd,rstd",2.17,0.2673,0.114,0
5313,"lamb,dom,leg,sirloin half,ln&fat,1/8""fat,choic,raw",2.61,0.1721,0.208,0
5314,"lamb,dom,leg,sirloin half,ln&fat,1/8""fat,choic,ckd,rstd",2.84,0.2495,0.1967,0
5315,"lamb,dom,loin,ln&fat,1/8""fat,choic,raw",2.79,0.1718,0.2275,0
5316,"lamb,dom,loin,ln&fat,1/8""fat,choic,ckd,brld",2.97,0.2606,0.2061,0
5317,"lamb,dom,loin,ln&fat,1/8""fat,choic,ckd,rstd",2.9,0.2327,0.2112,0
5318,"lamb,dom,rib,ln&fat,1/8""fat,choic,raw",3.42,0.1532,0.3071,0
5319,"lamb,dom,rib,ln&fat,1/8""fat,choic,ckd,brld",3.4,0.2306,0.2682,0
5320,"lamb,dom,rib,ln&fat,1/8""fat,choic,ckd,rstd",3.41,0.2182,0.2753,0
5321,"lamb,dom,shldr,whl (arm&bld),ln&fat,1/8""fat,choic,raw",2.44,0.1707,0.1896,0
5322,"lamb,dom,shldr,whl (arm&bld),ln&fat,1/8""fat,choic,ckd,brsd",3.38,0.2946,0.2357,0
5323,"lamb,dom,shldr,whl (arm&bld),ln&fat,1/8""fat,choic,ckd,brld",2.68,0.2384,0.1839,0
5324,"lamb,dom,shldr,whl (arm&bld),ln&fat,1/8""fat,choic,ckd,rstd",2.69,0.227,0.1908,0
5325,"lamb,dom,shldr,arm,ln&fat,1/8""fat,choic,raw",2.44,0.1719,0.1894,0
5326,"lamb,dom,shldr,arm,ln&fat,1/8""fat,choic,ckd,brsd",3.37,0.311,0.2265,0
5327,"lamb,dom,shldr,arm,ln&fat,1/8""fat,ckd,brld",2.69,0.2491,0.1805,0
5328,"lamb,dom,shldr,arm,ln&fat,1/8""fat,choic,rstd",2.67,0.2293,0.1875,0
5329,"lamb,dom,shldr,blade,ln&fat,1/8""fat,choic,raw",2.44,0.1701,0.1897,0
5330,"lamb,dom,shldr,blade,ln&fat,1/8""fat,choic,ckd,brsd",3.39,0.2892,0.2388,0
5331,"lamb,dom,shldr,blade,ln&fat,1/8""fat,choic,ckd,brld",2.67,0.2348,0.185,0
5332,"lamb,dom,shldr,blade,ln&fat,1/8""fat,choic,ckd,rstd",2.7,0.2262,0.1919,0
5333,"lamb,nz,imp,frz,comp of rtl cuts,ln&fat,1/8""fat,raw",2.32,0.1795,0.172,0
5334,"lamb,nz,imp,frz,comp of rtl cuts,ln&fat,1/8""fat,ckd",2.7,0.2526,0.1798,0
5335,"lamb,nz,imp,frz,foreshank,ln&fat,1/8""fat,raw",2.23,0.1804,0.1615,0
5336,"lamb,nz,imp,frz,foreshank,ln&fat,1/8""fat,ckd,brsd",2.58,0.2697,0.1583,0
5337,"lamb,nz,imp,frz,leg,whl (shk&sirl),ln&fat,1/8""fat,raw",2.01,0.1876,0.1337,0
5338,"lamb,nz,imp,frz,leg,whl (shk&sirl),ln&fat,1/8""fat,ckd,rstd",2.34,0.2534,0.1395,0
5339,"lamb,nz,imp,frz,loin,ln&fat,1/8""fat,raw",2.73,0.1718,0.221,0
5340,"lamb,nz,imp,frz,loin,ln&fat,1/8""fat,ckd,brld",2.96,0.2441,0.2128,0
5341,"lamb,nz,imp,frz,rib,ln&fat,1/8""fat,raw",3.11,0.1587,0.27,0
5342,"lamb,nz,imp,frz,rib,ln&fat,1/8""fat,ckd,rstd",3.17,0.1986,0.2574,0
5343,"lamb,nz,imp,frz,shldr,whl (arm&bld),ln&fat,1/8""fat,raw",2.51,0.1719,0.1974,0
5344,"lamb,nz,imp,frz,shldr,whl (arm&bld),ln&fat,1/8""fat,ckd,brsd",3.42,0.2943,0.2403,0
5345,"game meat,bison,top sirloin,ln,0""fat,raw",1.13,0.214,0.024,0
5346,"game meat,bison,ribeye,ln,0""fat,raw",1.16,0.221,0.024,0
5347,"game meat,bison,shldr clod,ln,0""fat,raw",1.09,0.211,0.021,0
5348,"veal,breast,fat,ckd",5.21,0.094,0.5335,0
5349,"veal,breast,whl,bnless,ln&fat,raw",2.08,0.1747,0.1475,0
5350,"veal,breast,whl,bnless,ln&fat,ckd,brsd",2.66,0.2697,0.1677,0
5351,"veal,breast,plate half,bnless,ln&fat,ckd,brsd",2.82,0.2593,0.1895,0
5352,"veal,breast,point half,bnless,ln&fat,ckd,brsd",2.48,0.2823,0.1416,0
5353,"veal,breast,whl,bnless,ln,ckd,brsd",2.18,0.3032,0.098,0
5354,"veal,shank (fore&hind),ln&fat,raw",1.13,0.1915,0.0348,0
5355,"veal,shank (fore&hind),ln&fat,ckd,brsd",1.91,0.3154,0.062,0
5356,"veal,shank (fore&hind),ln,raw",1.08,0.1928,0.0283,0
5357,"veal,shank (fore&hind),ln,ckd,brsd",1.77,0.3222,0.0433,0
5358,"lamb,aus,imp,frsh,comp of rtl cuts,ln&fat,1/8""fat,raw",2.29,0.1784,0.1697,0
5359,"lamb,aus,imp,frsh,comp of rtl cuts,ln&fat,1/8""fat,ckd",2.56,0.2452,0.1682,0
5360,"lamb,aus,imp,frsh,comp of rtl cuts,ln,1/8""fat,raw",1.42,0.2025,0.0618,0
5361,"lamb,aus,imp,frsh,comp of rtl cuts,ln,1/8""fat,ckd",2.01,0.2671,0.0963,0
5362,"lamb,aus,imp,frsh,fat,raw",6.48,0.0627,0.6887,0
5363,"lamb,aus,imp,frsh,fat,ckd",6.39,0.0942,0.664,0
5364,"lamb,aus,imp,frsh,foreshank,ln&fat,1/8""fat,raw",1.95,0.1885,0.1268,0
5365,"lamb,aus,imp,frsh,foreshank,ln&fat,1/8""fat,ckd,brsd",2.36,0.2478,0.1444,0
5366,"lamb,aus,imp,frsh,foreshank,ln,1/8""fat,raw",1.23,0.2083,0.0381,0
5367,"lamb,aus,imp,frsh,foreshank,ln,1/8""fat,ckd,brsd",1.65,0.275,0.0522,0
5368,"lamb,aus,imp,frsh,leg,whl (shk&sirl),ln&fat,1/8""fat,raw",2.15,0.1824,0.1519,0
5369,"lamb,aus,imp,frsh,leg,whl (shk&sirl),ln&fat,1/8""fat,ckd,rstd",2.44,0.2516,0.1513,0
5370,"lamb,aus,imp,frsh,leg,whl (shk&sirl),ln,1/8""fat,raw",1.35,0.2046,0.0523,0
5371,"lamb,aus,imp,frsh,leg,whl (shk&sirl),ln,1/8""fat,ckd,rstd",1.9,0.2731,0.081,0
5372,"lamb,aus,imp,frsh,leg,shank half,ln&fat,1/8""fat,raw",2.01,0.1859,0.1348,0
5373,"lamb,aus,imp,frsh,leg,shank half,ln&fat,1/8""fat,ckd,rstd",2.31,0.2525,0.1369,0
5374,"lamb,aus,imp,frsh,leg,shank half,ln,1/8""fat,raw",1.33,0.2045,0.051,0
5375,"lamb,aus,imp,frsh,leg,shank half,ln,1/8""fat,ckd,rstd",1.82,0.2718,0.0727,0
5376,"lamb,aus,imp,frsh,leg,sirloin half,bnless,ln&fat,1/8""fat,raw",2.54,0.1725,0.2,0
5377,"lamb,aus,imp,frsh,leg,sirl hlf,bnless,ln&ft,1/8""fat,ckd,rstd",2.81,0.2488,0.1938,0
5378,"lamb,aus,imp,frsh,leg,sirloin half,bnless,ln,1/8""fat,raw",1.38,0.2048,0.0564,0
5379,"lamb,aus,imp,frsh,leg,sirl half,bnless,ln,1/8""fat,ckd,rstd",2.15,0.2775,0.1065,0
5380,"lamb,aus,imp,frsh,leg,sirl chops,bnless,ln&fat,1/8""fat,raw",2.08,0.1833,0.1438,0
5381,"lamb,aus,imp,frsh,leg,sirl chps,bnless,ln&ft,1/8""ft,ckd,brld",2.35,0.2575,0.1383,0
5382,"lamb,aus,imp,frsh,leg,sirloin chops,bnless,ln,1/8""fat,raw",1.32,0.2043,0.0491,0
5383,"lamb,aus,imp,frsh,leg,sirl chops,bnless,ln,1/8""fat,ckd,brld",1.88,0.2763,0.078,0
5384,"lamb,aus,imp,frsh,leg,cntr slice,bone-in,ln&fat,1/8""fat,raw",1.95,0.1917,0.1256,0
5385,"lamb,aus,imp,frsh,leg,cntr slce,bne-in,ln&ft,1/8""ft,ckd,brld",2.15,0.2554,0.1178,0
5386,"lamb,aus,imp,frsh,leg,cntr slice,bone-in,ln,1/8""fat,raw",1.43,0.2065,0.0608,0
5387,"lamb,aus,imp,frsh,leg,cntr slice,bone-in,ln,1/8""fat,ckd,brld",1.83,0.2675,0.0768,0
5388,"lamb,aus,imp,frsh,loin,ln&fat,1/8""fat,raw",2.03,0.1932,0.1338,0
